mes,sku,produto,marca,categoria,segmento,estoque_unidades,estoque_valor,vendido_mes,giro_estoque,cobertura_dias
2024-05,SCD-CAP-004,Capacete Scud Speed Carbon,Scud,Capacetes,Moto,0,0.0,0,0.0,0
2024-05,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,46,1764.1,44,0.96,31
2024-05,SCD-ACE-002,Bagageiro Scud Universal Moto,Scud,Acessorios,Moto,6,431.7,4,0.67,45
2024-05,SCD-ACE-003,Capa de Chuva Scud Moto,Scud,Acessorios,Moto,58,1667.5,48,0.83,36
2024-05,SCD-ACE-004,Antena Scud Curta Universal,Scud,Acessorios,Moto,90,1291.5,48,0.53,56
2024-05,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,98,4228.7,46,0.47,64
2024-05,VES-JAQ-001,Jaqueta Vessel Basic Urban,Vessel,Jaquetas,Moto,14,1382.64,8,0.57,52
2024-05,VES-CAL-001,Calca Vessel Urban Stretch,Vessel,Calcas,Moto,5,569.8,6,1.2,25
2024-05,VES-LUV-001,Luva Vessel Street Ventilada,Vessel,Luvas,Moto,12,546.72,9,0.75,40
2024-05,VES-CAP-001,Capacete Vessel Integral Full,Vessel,Capacetes,Moto,3,364.68,2,0.67,45
2024-05,VES-ACE-001,Kit Protecao Vessel Joelhos/Cotovelo,Vessel,Acessorios,Moto,5,284.8,6,1.2,25
2024-05,HO-BIK-001,Bike HighOne Attack Sport 21v Aro 29,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-05,HO-BIK-002,Bike HighOne MTB Expert 24v Aro 29,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-05,HO-BIK-003,Bike HighOne Speed React 700c,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-05,HO-BIK-004,Bike HighOne Kids Fun 20v,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-05,HO-ACE-001,Capacete HighOne MTB Trail,HighOne,Capacetes,Bike,8,847.6,10,1.25,24
2024-05,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,70,3335.5,46,0.66,46
2024-05,HO-ACE-003,Oculos HighOne Vision UV400,HighOne,Acessorios,Bike,6,413.1,5,0.83,36
2024-05,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,84,3557.4,55,0.65,46
2024-05,SEN-ROD-001,Roda Sentec Aero 30 Road Alu,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-05,SEN-ROD-002,Roda Sentec Aero 50 Carbon Road,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-05,SEN-ROD-003,Roda Sentec Comp 29 MTB,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-05,SEN-ROD-004,Roda Sentec Trail 29 MTB Tubeless,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-05,WGS-CUB-001,Cubo Traseiro WG Sports Disco 36F,WG Sports,Componentes,Bike,65,2024.75,50,0.77,39
2024-05,WGS-CUB-002,Cubo Dianteiro WG Sports Disco 32F,WG Sports,Componentes,Bike,55,1328.25,57,1.04,29
2024-05,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,99,1351.35,52,0.53,57
2024-05,WGS-KIT-001,Kit Cubo WG Sports Completo,WG Sports,Componentes,Bike,8,417.2,7,0.88,34
2024-06,X11-CAP-001,Capacete X11 Trust Pro Transit,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-06,X11-CAP-002,Capacete X11 Trust Pro 11,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-06,X11-CAP-003,Capacete X11 Revo Pro Flagger,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-06,X11-CAP-004,Capacete X11 Revo Pro All Black,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-06,X11-CAP-005,Capacete X11 Turner SV Articulado,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-06,X11-CAP-006,Capacete X11 Crossover Off Road,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-06,X11-CAP-007,Capacete X11 Ghost Urban,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-06,X11-JAQ-001,Jaqueta X11 Iron 3 Sporadic,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-06,X11-JAQ-002,Jaqueta X11 Super Air Ventilada,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-06,X11-JAQ-003,Jaqueta X11 Breeze 2 Ventilada,X11,Jaquetas,Moto,1,150.46,1,1.0,30
2024-06,X11-JAQ-004,Jaqueta X11 Expedition Impermeavel,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-06,X11-JAQ-005,Jaqueta X11 One Sport Masculina,X11,Jaquetas,Moto,10,1289.6,9,0.9,33
2024-06,X11-JAQ-006,Jaqueta X11 Sport Naked,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-06,X11-LUV-001,Luva X11 Route 2 Couro,X11,Luvas,Moto,13,1061.58,10,0.77,39
2024-06,X11-LUV-002,Luva X11 Blackout 2,X11,Luvas,Moto,8,446.88,9,1.12,27
2024-06,X11-LUV-003,Luva X11 Impact 2 Cano Longo,X11,Luvas,Moto,13,1285.18,9,0.69,43
2024-06,X11-LUV-004,Luva X11 Thermic Segunda Pele,X11,Luvas,Moto,65,2512.9,51,0.78,38
2024-06,X11-LUV-005,Luva X11 Nitro 4,X11,Luvas,Moto,8,481.28,9,1.12,27
2024-06,X11-CAL-001,Calca X11 Montano Masculina,X11,Calcas,Moto,0,0.0,0,0.0,0
2024-06,X11-CAL-002,Calca X11 Urban Feminina,X11,Calcas,Moto,11,1418.56,7,0.64,47
2024-06,X11-BOT-001,Bota X11 Urban 2,X11,Botas,Moto,1,171.96,1,1.0,30
2024-06,X11-BOT-002,Bota X11 Dirt Trilha,X11,Botas,Moto,0,0.0,0,0.0,0
2024-06,SCD-CAP-001,Capacete Scud Fenix Solide,Scud,Capacetes,Moto,1,167.95,1,1.0,30
2024-06,SCD-CAP-002,Capacete Scud Attack 2 Viseira,Scud,Capacetes,Moto,23,3090.05,11,0.48,63
2024-06,SCD-CAP-003,Capacete Scud E-Future Eletrico,Scud,Capacetes,Moto,0,0.0,0,0.0,0
2024-06,SCD-CAP-004,Capacete Scud Speed Carbon,Scud,Capacetes,Moto,0,0.0,0,0.0,0
2024-06,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,73,2799.55,52,0.71,42
2024-06,SCD-ACE-002,Bagageiro Scud Universal Moto,Scud,Acessorios,Moto,8,575.6,8,1.0,30
2024-06,SCD-ACE-003,Capa de Chuva Scud Moto,Scud,Acessorios,Moto,107,3076.25,49,0.46,66
2024-06,SCD-ACE-004,Antena Scud Curta Universal,Scud,Acessorios,Moto,93,1334.55,59,0.63,47
2024-06,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,71,3063.65,54,0.76,39
2024-06,VES-JAQ-001,Jaqueta Vessel Basic Urban,Vessel,Jaquetas,Moto,8,790.08,11,1.38,22
2024-06,VES-CAL-001,Calca Vessel Urban Stretch,Vessel,Calcas,Moto,19,2165.24,9,0.47,63
2024-06,VES-LUV-001,Luva Vessel Street Ventilada,Vessel,Luvas,Moto,9,410.04,11,1.22,25
2024-06,VES-CAP-001,Capacete Vessel Integral Full,Vessel,Capacetes,Moto,0,0.0,0,0.0,0
2024-06,VES-ACE-001,Kit Protecao Vessel Joelhos/Cotovelo,Vessel,Acessorios,Moto,11,626.56,10,0.91,33
2024-06,HO-BIK-001,Bike HighOne Attack Sport 21v Aro 29,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-06,HO-BIK-002,Bike HighOne MTB Expert 24v Aro 29,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-06,HO-BIK-003,Bike HighOne Speed React 700c,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-06,HO-BIK-004,Bike HighOne Kids Fun 20v,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-06,HO-ACE-001,Capacete HighOne MTB Trail,HighOne,Capacetes,Bike,17,1801.15,13,0.76,39
2024-06,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,114,5432.1,55,0.48,62
2024-06,HO-ACE-003,Oculos HighOne Vision UV400,HighOne,Acessorios,Bike,21,1445.85,11,0.52,57
2024-06,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,87,3684.45,50,0.57,52
2024-06,SEN-ROD-001,Roda Sentec Aero 30 Road Alu,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-06,SEN-ROD-002,Roda Sentec Aero 50 Carbon Road,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-06,SEN-ROD-003,Roda Sentec Comp 29 MTB,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-06,SEN-ROD-004,Roda Sentec Trail 29 MTB Tubeless,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-06,WGS-CUB-001,Cubo Traseiro WG Sports Disco 36F,WG Sports,Componentes,Bike,92,2865.8,52,0.57,53
2024-06,WGS-CUB-002,Cubo Dianteiro WG Sports Disco 32F,WG Sports,Componentes,Bike,50,1207.5,56,1.12,27
2024-06,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,109,1487.85,54,0.5,61
2024-06,WGS-KIT-001,Kit Cubo WG Sports Completo,WG Sports,Componentes,Bike,17,886.55,11,0.65,46
2024-07,X11-CAP-001,Capacete X11 Trust Pro Transit,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-07,X11-CAP-002,Capacete X11 Trust Pro 11,X11,Capacetes,Moto,1,214.96,1,1.0,30
2024-07,X11-CAP-003,Capacete X11 Revo Pro Flagger,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-07,X11-CAP-004,Capacete X11 Revo Pro All Black,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-07,X11-CAP-005,Capacete X11 Turner SV Articulado,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-07,X11-CAP-006,Capacete X11 Crossover Off Road,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-07,X11-CAP-007,Capacete X11 Ghost Urban,X11,Capacetes,Moto,2,498.72,2,1.0,30
2024-07,X11-JAQ-001,Jaqueta X11 Iron 3 Sporadic,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-07,X11-JAQ-002,Jaqueta X11 Super Air Ventilada,X11,Jaquetas,Moto,4,687.84,2,0.5,60
2024-07,X11-JAQ-003,Jaqueta X11 Breeze 2 Ventilada,X11,Jaquetas,Moto,1,150.46,1,1.0,30
2024-07,X11-JAQ-004,Jaqueta X11 Expedition Impermeavel,X11,Jaquetas,Moto,3,773.88,2,0.67,45
2024-07,X11-JAQ-005,Jaqueta X11 One Sport Masculina,X11,Jaquetas,Moto,28,3610.88,17,0.61,49
2024-07,X11-JAQ-006,Jaqueta X11 Sport Naked,X11,Jaquetas,Moto,2,283.72,1,0.5,60
2024-07,X11-LUV-001,Luva X11 Route 2 Couro,X11,Luvas,Moto,14,1143.24,17,1.21,25
2024-07,X11-LUV-002,Luva X11 Blackout 2,X11,Luvas,Moto,13,726.18,15,1.15,26
2024-07,X11-LUV-003,Luva X11 Impact 2 Cano Longo,X11,Luvas,Moto,31,3064.66,17,0.55,55
2024-07,X11-LUV-004,Luva X11 Thermic Segunda Pele,X11,Luvas,Moto,68,2628.88,77,1.13,26
2024-07,X11-LUV-005,Luva X11 Nitro 4,X11,Luvas,Moto,22,1323.52,17,0.77,39
2024-07,X11-CAL-001,Calca X11 Montano Masculina,X11,Calcas,Moto,1,150.46,1,1.0,30
2024-07,X11-CAL-002,Calca X11 Urban Feminina,X11,Calcas,Moto,24,3095.04,14,0.58,51
2024-07,X11-BOT-001,Bota X11 Urban 2,X11,Botas,Moto,0,0.0,0,0.0,0
2024-07,X11-BOT-002,Bota X11 Dirt Trilha,X11,Botas,Moto,0,0.0,0,0.0,0
2024-07,SCD-CAP-001,Capacete Scud Fenix Solide,Scud,Capacetes,Moto,0,0.0,1,1.0,0
2024-07,SCD-CAP-002,Capacete Scud Attack 2 Viseira,Scud,Capacetes,Moto,23,3090.05,18,0.78,38
2024-07,SCD-CAP-003,Capacete Scud E-Future Eletrico,Scud,Capacetes,Moto,4,959.8,3,0.75,40
2024-07,SCD-CAP-004,Capacete Scud Speed Carbon,Scud,Capacetes,Moto,0,0.0,1,1.0,0
2024-07,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,148,5675.8,71,0.48,63
2024-07,SCD-ACE-002,Bagageiro Scud Universal Moto,Scud,Acessorios,Moto,11,791.45,15,1.36,22
2024-07,SCD-ACE-003,Capa de Chuva Scud Moto,Scud,Acessorios,Moto,124,3565.0,64,0.52,58
2024-07,SCD-ACE-004,Antena Scud Curta Universal,Scud,Acessorios,Moto,113,1621.55,72,0.64,47
2024-07,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,86,3710.9,70,0.81,37
2024-07,VES-JAQ-001,Jaqueta Vessel Basic Urban,Vessel,Jaquetas,Moto,17,1678.92,16,0.94,32
2024-07,VES-CAL-001,Calca Vessel Urban Stretch,Vessel,Calcas,Moto,20,2279.2,14,0.7,43
2024-07,VES-LUV-001,Luva Vessel Street Ventilada,Vessel,Luvas,Moto,11,501.16,11,1.0,30
2024-07,VES-CAP-001,Capacete Vessel Integral Full,Vessel,Capacetes,Moto,1,121.56,1,1.0,30
2024-07,VES-ACE-001,Kit Protecao Vessel Joelhos/Cotovelo,Vessel,Acessorios,Moto,22,1253.12,18,0.82,37
2024-07,HO-BIK-001,Bike HighOne Attack Sport 21v Aro 29,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-07,HO-BIK-002,Bike HighOne MTB Expert 24v Aro 29,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-07,HO-BIK-003,Bike HighOne Speed React 700c,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-07,HO-BIK-004,Bike HighOne Kids Fun 20v,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-07,HO-ACE-001,Capacete HighOne MTB Trail,HighOne,Capacetes,Bike,33,3496.35,17,0.52,58
2024-07,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,71,3383.15,68,0.96,31
2024-07,HO-ACE-003,Oculos HighOne Vision UV400,HighOne,Acessorios,Bike,22,1514.7,13,0.59,51
2024-07,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,83,3515.05,68,0.82,37
2024-07,SEN-ROD-001,Roda Sentec Aero 30 Road Alu,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-07,SEN-ROD-002,Roda Sentec Aero 50 Carbon Road,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-07,SEN-ROD-003,Roda Sentec Comp 29 MTB,Sentec,Rodas,Bike,1,318.42,1,1.0,30
2024-07,SEN-ROD-004,Roda Sentec Trail 29 MTB Tubeless,Sentec,Rodas,Bike,3,1216.26,3,1.0,30
2024-07,WGS-CUB-001,Cubo Traseiro WG Sports Disco 36F,WG Sports,Componentes,Bike,151,4703.65,70,0.46,65
2024-07,WGS-CUB-002,Cubo Dianteiro WG Sports Disco 32F,WG Sports,Componentes,Bike,105,2535.75,72,0.69,44
2024-07,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,60,819.0,64,1.07,28
2024-07,WGS-KIT-001,Kit Cubo WG Sports Completo,WG Sports,Componentes,Bike,25,1303.75,18,0.72,42
2024-08,X11-CAP-001,Capacete X11 Trust Pro Transit,X11,Capacetes,Moto,2,386.92,2,1.0,30
2024-08,X11-CAP-002,Capacete X11 Trust Pro 11,X11,Capacetes,Moto,1,214.96,1,1.0,30
2024-08,X11-CAP-003,Capacete X11 Revo Pro Flagger,X11,Capacetes,Moto,1,279.46,2,2.0,15
2024-08,X11-CAP-004,Capacete X11 Revo Pro All Black,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-08,X11-CAP-005,Capacete X11 Turner SV Articulado,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-08,X11-CAP-006,Capacete X11 Crossover Off Road,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-08,X11-CAP-007,Capacete X11 Ghost Urban,X11,Capacetes,Moto,1,249.36,1,1.0,30
2024-08,X11-JAQ-001,Jaqueta X11 Iron 3 Sporadic,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-08,X11-JAQ-002,Jaqueta X11 Super Air Ventilada,X11,Jaquetas,Moto,1,171.96,1,1.0,30
2024-08,X11-JAQ-003,Jaqueta X11 Breeze 2 Ventilada,X11,Jaquetas,Moto,2,300.92,1,0.5,60
2024-08,X11-JAQ-004,Jaqueta X11 Expedition Impermeavel,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-08,X11-JAQ-005,Jaqueta X11 One Sport Masculina,X11,Jaquetas,Moto,15,1934.4,13,0.87,35
2024-08,X11-JAQ-006,Jaqueta X11 Sport Naked,X11,Jaquetas,Moto,1,141.86,1,1.0,30
2024-08,X11-LUV-001,Luva X11 Route 2 Couro,X11,Luvas,Moto,25,2041.5,16,0.64,47
2024-08,X11-LUV-002,Luva X11 Blackout 2,X11,Luvas,Moto,37,2066.82,17,0.46,65
2024-08,X11-LUV-003,Luva X11 Impact 2 Cano Longo,X11,Luvas,Moto,8,790.88,11,1.38,22
2024-08,X11-LUV-004,Luva X11 Thermic Segunda Pele,X11,Luvas,Moto,82,3170.12,67,0.82,37
2024-08,X11-LUV-005,Luva X11 Nitro 4,X11,Luvas,Moto,17,1022.72,12,0.71,42
2024-08,X11-CAL-001,Calca X11 Montano Masculina,X11,Calcas,Moto,1,150.46,1,1.0,30
2024-08,X11-CAL-002,Calca X11 Urban Feminina,X11,Calcas,Moto,14,1805.44,16,1.14,26
2024-08,X11-BOT-001,Bota X11 Urban 2,X11,Botas,Moto,0,0.0,0,0.0,0
2024-08,X11-BOT-002,Bota X11 Dirt Trilha,X11,Botas,Moto,0,0.0,0,0.0,0
2024-08,SCD-CAP-001,Capacete Scud Fenix Solide,Scud,Capacetes,Moto,0,0.0,0,0.0,0
2024-08,SCD-CAP-002,Capacete Scud Attack 2 Viseira,Scud,Capacetes,Moto,17,2283.95,11,0.65,46
2024-08,SCD-CAP-003,Capacete Scud E-Future Eletrico,Scud,Capacetes,Moto,0,0.0,0,0.0,0
2024-08,SCD-CAP-004,Capacete Scud Speed Carbon,Scud,Capacetes,Moto,1,287.95,1,1.0,30
2024-08,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,128,4908.8,61,0.48,63
2024-08,SCD-ACE-002,Bagageiro Scud Universal Moto,Scud,Acessorios,Moto,27,1942.65,16,0.59,51
2024-08,SCD-ACE-003,Capa de Chuva Scud Moto,Scud,Acessorios,Moto,113,3248.75,71,0.63,48
2024-08,SCD-ACE-004,Antena Scud Curta Universal,Scud,Acessorios,Moto,69,990.15,64,0.93,32
2024-08,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,84,3624.6,70,0.83,36
2024-08,VES-JAQ-001,Jaqueta Vessel Basic Urban,Vessel,Jaquetas,Moto,18,1777.68,13,0.72,42
2024-08,VES-CAL-001,Calca Vessel Urban Stretch,Vessel,Calcas,Moto,14,1595.44,12,0.86,35
2024-08,VES-LUV-001,Luva Vessel Street Ventilada,Vessel,Luvas,Moto,15,683.4,16,1.07,28
2024-08,VES-CAP-001,Capacete Vessel Integral Full,Vessel,Capacetes,Moto,2,243.12,2,1.0,30
2024-08,VES-ACE-001,Kit Protecao Vessel Joelhos/Cotovelo,Vessel,Acessorios,Moto,9,512.64,11,1.22,25
2024-08,HO-BIK-001,Bike HighOne Attack Sport 21v Aro 29,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-08,HO-BIK-002,Bike HighOne MTB Expert 24v Aro 29,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-08,HO-BIK-003,Bike HighOne Speed React 700c,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-08,HO-BIK-004,Bike HighOne Kids Fun 20v,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-08,HO-ACE-001,Capacete HighOne MTB Trail,HighOne,Capacetes,Bike,19,2013.05,17,0.89,34
2024-08,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,103,4907.95,64,0.62,48
2024-08,HO-ACE-003,Oculos HighOne Vision UV400,HighOne,Acessorios,Bike,22,1514.7,12,0.55,55
2024-08,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,90,3811.5,61,0.68,44
2024-08,SEN-ROD-001,Roda Sentec Aero 30 Road Alu,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-08,SEN-ROD-002,Roda Sentec Aero 50 Carbon Road,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-08,SEN-ROD-003,Roda Sentec Comp 29 MTB,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-08,SEN-ROD-004,Roda Sentec Trail 29 MTB Tubeless,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-08,WGS-CUB-001,Cubo Traseiro WG Sports Disco 36F,WG Sports,Componentes,Bike,106,3301.9,63,0.59,50
2024-08,WGS-CUB-002,Cubo Dianteiro WG Sports Disco 32F,WG Sports,Componentes,Bike,91,2197.65,71,0.78,38
2024-08,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,102,1392.3,66,0.65,46
2024-08,WGS-KIT-001,Kit Cubo WG Sports Completo,WG Sports,Componentes,Bike,25,1303.75,15,0.6,50
2024-09,X11-CAP-001,Capacete X11 Trust Pro Transit,X11,Capacetes,Moto,0,0.0,1,1.0,0
2024-09,X11-CAP-002,Capacete X11 Trust Pro 11,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-09,X11-CAP-003,Capacete X11 Revo Pro Flagger,X11,Capacetes,Moto,3,838.38,2,0.67,45
2024-09,X11-CAP-004,Capacete X11 Revo Pro All Black,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-09,X11-CAP-005,Capacete X11 Turner SV Articulado,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-09,X11-CAP-006,Capacete X11 Crossover Off Road,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-09,X11-CAP-007,Capacete X11 Ghost Urban,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-09,X11-JAQ-001,Jaqueta X11 Iron 3 Sporadic,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-09,X11-JAQ-002,Jaqueta X11 Super Air Ventilada,X11,Jaquetas,Moto,1,171.96,1,1.0,30
2024-09,X11-JAQ-003,Jaqueta X11 Breeze 2 Ventilada,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-09,X11-JAQ-004,Jaqueta X11 Expedition Impermeavel,X11,Jaquetas,Moto,1,257.96,1,1.0,30
2024-09,X11-JAQ-005,Jaqueta X11 One Sport Masculina,X11,Jaquetas,Moto,11,1418.56,10,0.91,33
2024-09,X11-JAQ-006,Jaqueta X11 Sport Naked,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-09,X11-LUV-001,Luva X11 Route 2 Couro,X11,Luvas,Moto,19,1551.54,14,0.74,41
2024-09,X11-LUV-002,Luva X11 Blackout 2,X11,Luvas,Moto,17,949.62,13,0.76,39
2024-09,X11-LUV-003,Luva X11 Impact 2 Cano Longo,X11,Luvas,Moto,24,2372.64,12,0.5,60
2024-09,X11-LUV-004,Luva X11 Thermic Segunda Pele,X11,Luvas,Moto,66,2551.56,59,0.89,34
2024-09,X11-LUV-005,Luva X11 Nitro 4,X11,Luvas,Moto,10,601.6,13,1.3,23
2024-09,X11-CAL-001,Calca X11 Montano Masculina,X11,Calcas,Moto,0,0.0,0,0.0,0
2024-09,X11-CAL-002,Calca X11 Urban Feminina,X11,Calcas,Moto,18,2321.28,12,0.67,45
2024-09,X11-BOT-001,Bota X11 Urban 2,X11,Botas,Moto,1,171.96,1,1.0,30
2024-09,X11-BOT-002,Bota X11 Dirt Trilha,X11,Botas,Moto,0,0.0,0,0.0,0
2024-09,SCD-CAP-001,Capacete Scud Fenix Solide,Scud,Capacetes,Moto,1,167.95,1,1.0,30
2024-09,SCD-CAP-002,Capacete Scud Attack 2 Viseira,Scud,Capacetes,Moto,21,2821.35,14,0.67,45
2024-09,SCD-CAP-003,Capacete Scud E-Future Eletrico,Scud,Capacetes,Moto,0,0.0,0,0.0,0
2024-09,SCD-CAP-004,Capacete Scud Speed Carbon,Scud,Capacetes,Moto,0,0.0,0,0.0,0
2024-09,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,100,3835.0,68,0.68,44
2024-09,SCD-ACE-002,Bagageiro Scud Universal Moto,Scud,Acessorios,Moto,22,1582.9,13,0.59,51
2024-09,SCD-ACE-003,Capa de Chuva Scud Moto,Scud,Acessorios,Moto,61,1753.75,63,1.03,29
2024-09,SCD-ACE-004,Antena Scud Curta Universal,Scud,Acessorios,Moto,88,1262.8,65,0.74,41
2024-09,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,60,2589.0,59,0.98,31
2024-09,VES-JAQ-001,Jaqueta Vessel Basic Urban,Vessel,Jaquetas,Moto,15,1481.4,14,0.93,32
2024-09,VES-CAL-001,Calca Vessel Urban Stretch,Vessel,Calcas,Moto,10,1139.6,12,1.2,25
2024-09,VES-LUV-001,Luva Vessel Street Ventilada,Vessel,Luvas,Moto,16,728.96,12,0.75,40
2024-09,VES-CAP-001,Capacete Vessel Integral Full,Vessel,Capacetes,Moto,0,0.0,0,0.0,0
2024-09,VES-ACE-001,Kit Protecao Vessel Joelhos/Cotovelo,Vessel,Acessorios,Moto,16,911.36,8,0.5,60
2024-09,HO-BIK-001,Bike HighOne Attack Sport 21v Aro 29,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-09,HO-BIK-002,Bike HighOne MTB Expert 24v Aro 29,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-09,HO-BIK-003,Bike HighOne Speed React 700c,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-09,HO-BIK-004,Bike HighOne Kids Fun 20v,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-09,HO-ACE-001,Capacete HighOne MTB Trail,HighOne,Capacetes,Bike,19,2013.05,17,0.89,34
2024-09,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,48,2287.2,59,1.23,24
2024-09,HO-ACE-003,Oculos HighOne Vision UV400,HighOne,Acessorios,Bike,7,481.95,10,1.43,21
2024-09,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,97,4107.95,63,0.65,46
2024-09,SEN-ROD-001,Roda Sentec Aero 30 Road Alu,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-09,SEN-ROD-002,Roda Sentec Aero 50 Carbon Road,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-09,SEN-ROD-003,Roda Sentec Comp 29 MTB,Sentec,Rodas,Bike,1,318.42,1,1.0,30
2024-09,SEN-ROD-004,Roda Sentec Trail 29 MTB Tubeless,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-09,WGS-CUB-001,Cubo Traseiro WG Sports Disco 36F,WG Sports,Componentes,Bike,44,1370.6,59,1.34,22
